"fuel category","generation (M MWh)","hovertext","year_quarter"
"Coal",482.291604,"482 Million MWh<br>2,199 lb/MWh","2001 Q1"
"Coal",454.879371,"454 Million MWh<br>2,207 lb/MWh","2001 Q2"
"Coal",516.334801,"516 Million MWh<br>2,222 lb/MWh","2001 Q3"
"Coal",450.450163,"450 Million MWh<br>2,195 lb/MWh","2001 Q4"
"Coal",458.892491,"458 Million MWh<br>2,181 lb/MWh","2002 Q1"
"Coal",458.378687,"458 Million MWh<br>2,200 lb/MWh","2002 Q2"
"Coal",528.516455,"528 Million MWh<br>2,213 lb/MWh","2002 Q3"
"Coal",487.342713,"487 Million MWh<br>2,186 lb/MWh","2002 Q4"
"Coal",493.297411,"493 Million MWh<br>2,199 lb/MWh","2003 Q1"
"Coal",454.507584,"454 Million MWh<br>2,203 lb/MWh","2003 Q2"
"Coal",532.094144,"532 Million MWh<br>2,216 lb/MWh","2003 Q3"
"Coal",493.837607,"493 Million MWh<br>2,199 lb/MWh","2003 Q4"
"Coal",496.4489319000001,"496 Million MWh<br>2,167 lb/MWh","2004 Q1"
"Coal",466.12923968,"466 Million MWh<br>2,169 lb/MWh","2004 Q2"
"Coal",523.92608656,"523 Million MWh<br>2,174 lb/MWh","2004 Q3"
"Coal",491.79629107,"491 Million MWh<br>2,166 lb/MWh","2004 Q4"
"Coal",496.44462125999996,"496 Million MWh<br>2,153 lb/MWh","2005 Q1"
"Coal",471.90819780000004,"471 Million MWh<br>2,148 lb/MWh","2005 Q2"
"Coal",545.3207271499999,"545 Million MWh<br>2,175 lb/MWh","2005 Q3"
"Coal",499.19949964999995,"499 Million MWh<br>2,152 lb/MWh","2005 Q4"
"Coal",489.17738476,"489 Million MWh<br>2,149 lb/MWh","2006 Q1"
"Coal",468.1294669500001,"468 Million MWh<br>2,146 lb/MWh","2006 Q2"
"Coal",538.86615539,"538 Million MWh<br>2,171 lb/MWh","2006 Q3"
"Coal",494.33812751999994,"494 Million MWh<br>2,146 lb/MWh","2006 Q4"
"Coal",499.15332420999994,"499 Million MWh<br>2,143 lb/MWh","2007 Q1"
"Coal",477.27570651999997,"477 Million MWh<br>2,161 lb/MWh","2007 Q2"
"Coal",544.5798769099998,"544 Million MWh<br>2,177 lb/MWh","2007 Q3"
"Coal",495.44667630000004,"495 Million MWh<br>2,155 lb/MWh","2007 Q4"
"Coal",510.2851021700001,"510 Million MWh<br>2,144 lb/MWh","2008 Q1"
"Coal",472.9422043699999,"472 Million MWh<br>2,167 lb/MWh","2008 Q2"
"Coal",528.6662966499999,"528 Million MWh<br>2,183 lb/MWh","2008 Q3"
"Coal",473.90764375,"473 Million MWh<br>2,157 lb/MWh","2008 Q4"
"Coal",448.37126295999997,"448 Million MWh<br>2,158 lb/MWh","2009 Q1"
"Coal",405.69480179000004,"405 Million MWh<br>2,181 lb/MWh","2009 Q2"
"Coal",458.63900016,"458 Million MWh<br>2,188 lb/MWh","2009 Q3"
"Coal",443.19918825,"443 Million MWh<br>2,166 lb/MWh","2009 Q4"
"Coal",470.76995326000014,"470 Million MWh<br>2,159 lb/MWh","2010 Q1"
"Coal",435.7158679199998,"435 Million MWh<br>2,183 lb/MWh","2010 Q2"
"Coal",506.09149092000007,"506 Million MWh<br>2,202 lb/MWh","2010 Q3"
"Coal",434.71296667,"434 Million MWh<br>2,185 lb/MWh","2010 Q4"
"Coal",443.95906802999997,"443 Million MWh<br>2,186 lb/MWh","2011 Q1"
"Coal",419.64503514,"419 Million MWh<br>2,198 lb/MWh","2011 Q2"
"Coal",488.80750270999994,"488 Million MWh<br>2,215 lb/MWh","2011 Q3"
"Coal",381.01839981000006,"381 Million MWh<br>2,201 lb/MWh","2011 Q4"
"Coal",348.48858362,"348 Million MWh<br>2,200 lb/MWh","2012 Q1"
"Coal",343.52912339,"343 Million MWh<br>2,212 lb/MWh","2012 Q2"
"Coal",438.21992575999997,"438 Million MWh<br>2,222 lb/MWh","2012 Q3"
"Coal",383.80531217000015,"383 Million MWh<br>2,185 lb/MWh","2012 Q4"
"Coal",392.2851863299999,"392 Million MWh<br>2,183 lb/MWh","2013 Q1"
"Coal",369.63039858999997,"369 Million MWh<br>2,199 lb/MWh","2013 Q2"
"Coal",435.40334296,"435 Million MWh<br>2,215 lb/MWh","2013 Q3"
"Coal",383.79578819,"383 Million MWh<br>2,192 lb/MWh","2013 Q4"
"Coal",436.83445748,"436 Million MWh<br>2,168 lb/MWh","2014 Q1"
"Coal",365.64331382,"365 Million MWh<br>2,198 lb/MWh","2014 Q2"
"Coal",424.1890656100001,"424 Million MWh<br>2,215 lb/MWh","2014 Q3"
"Coal",355.04351307999985,"355 Million MWh<br>2,189 lb/MWh","2014 Q4"
"Coal",367.9148913299999,"367 Million MWh<br>2,194 lb/MWh","2015 Q1"
"Coal",319.24678289999997,"319 Million MWh<br>2,232 lb/MWh","2015 Q2"
"Coal",391.75580974,"391 Million MWh<br>2,244 lb/MWh","2015 Q3"
"Coal",273.48071308,"273 Million MWh<br>2,250 lb/MWh","2015 Q4"
"Coal",278.33671458000003,"278 Million MWh<br>2,218 lb/MWh","2016 Q1"
"Coal",269.84175635,"269 Million MWh<br>2,226 lb/MWh","2016 Q2"
"Coal",386.08893562000003,"386 Million MWh<br>2,224 lb/MWh","2016 Q3"
"Coal",304.88124806999997,"304 Million MWh<br>2,207 lb/MWh","2016 Q4"
"Coal",291.5196185000001,"291 Million MWh<br>2,199 lb/MWh","2017 Q1"
"Coal",281.62017667000003,"281 Million MWh<br>2,217 lb/MWh","2017 Q2"
"Coal",345.3882514300001,"345 Million MWh<br>2,231 lb/MWh","2017 Q3"
"Coal",287.30722961000004,"287 Million MWh<br>2,206 lb/MWh","2017 Q4"
"Coal",281.95995973000004,"281 Million MWh<br>2,194 lb/MWh","2018 Q1"
"Coal",260.07673324,"260 Million MWh<br>2,228 lb/MWh","2018 Q2"
"Coal",327.04982456,"327 Million MWh<br>2,238 lb/MWh","2018 Q3"
"Coal",280.36993913000003,"280 Million MWh<br>2,190 lb/MWh","2018 Q4"
"Coal",259.18573313999997,"259 Million MWh<br>2,193 lb/MWh","2019 Q1"
"Coal",210.34658924000001,"210 Million MWh<br>2,220 lb/MWh","2019 Q2"
"Coal",280.51718380000005,"280 Million MWh<br>2,247 lb/MWh","2019 Q3"
"Coal",214.90730563,"214 Million MWh<br>2,214 lb/MWh","2019 Q4"
"Coal",172.07185569,"172 Million MWh<br>2,221 lb/MWh","2020 Q1"
"Coal",152.48499833000002,"152 Million MWh<br>2,266 lb/MWh","2020 Q2"
"Coal",249.26163920000005,"249 Million MWh<br>2,263 lb/MWh","2020 Q3"
"Coal",199.57440411000002,"199 Million MWh<br>2,217 lb/MWh","2020 Q4"
"Coal",231.3426716799999,"231 Million MWh<br>2,292 lb/MWh","2021 Q1"
"Coal",205.25912562,"205 Million MWh<br>2,332 lb/MWh","2021 Q2"
"Coal",282.41836574,"282 Million MWh<br>2,341 lb/MWh","2021 Q3"
"Hydro",56.802131,"56 Million MWh<br>0 lb/MWh","2001 Q1"
"Hydro",57.916258,"57 Million MWh<br>0 lb/MWh","2001 Q2"
"Hydro",52.248915,"52 Million MWh<br>0 lb/MWh","2001 Q3"
"Hydro",49.993748,"49 Million MWh<br>0 lb/MWh","2001 Q4"
"Hydro",62.995428,"62 Million MWh<br>0 lb/MWh","2002 Q1"
"Hydro",79.122139,"79 Million MWh<br>0 lb/MWh","2002 Q2"
"Hydro",63.641356,"63 Million MWh<br>0 lb/MWh","2002 Q3"
"Hydro",58.569901,"58 Million MWh<br>0 lb/MWh","2002 Q4"
"Hydro",64.582208,"64 Million MWh<br>0 lb/MWh","2003 Q1"
"Hydro",82.740517,"82 Million MWh<br>0 lb/MWh","2003 Q2"
"Hydro",66.295576,"66 Million MWh<br>0 lb/MWh","2003 Q3"
"Hydro",62.188023,"62 Million MWh<br>0 lb/MWh","2003 Q4"
"Hydro",66.81120386000002,"66 Million MWh<br>0 lb/MWh","2004 Q1"
"Hydro",70.16003794,"70 Million MWh<br>0 lb/MWh","2004 Q2"
"Hydro",65.43550831,"65 Million MWh<br>0 lb/MWh","2004 Q3"
"Hydro",66.01055828,"66 Million MWh<br>0 lb/MWh","2004 Q4"
"Hydro",68.81500638,"68 Million MWh<br>0 lb/MWh","2005 Q1"
"Hydro",77.11985958000001,"77 Million MWh<br>0 lb/MWh","2005 Q2"
"Hydro",64.88620440000001,"64 Million MWh<br>0 lb/MWh","2005 Q3"
"Hydro",59.500184850000004,"59 Million MWh<br>0 lb/MWh","2005 Q4"
"Hydro",76.82294803,"76 Million MWh<br>0 lb/MWh","2006 Q1"
"Hydro",89.13141008,"89 Million MWh<br>0 lb/MWh","2006 Q2"
"Hydro",64.36920699,"64 Million MWh<br>0 lb/MWh","2006 Q3"
"Hydro",58.92285083999999,"58 Million MWh<br>0 lb/MWh","2006 Q4"
"Hydro",68.77479982,"68 Million MWh<br>0 lb/MWh","2007 Q1"
"Hydro",72.75416769,"72 Million MWh<br>0 lb/MWh","2007 Q2"
"Hydro",57.16084583,"57 Million MWh<br>0 lb/MWh","2007 Q3"
"Hydro",48.820161340000006,"48 Million MWh<br>0 lb/MWh","2007 Q4"
"Hydro",61.236955400000014,"61 Million MWh<br>0 lb/MWh","2008 Q1"
"Hydro",78.63250670000001,"78 Million MWh<br>0 lb/MWh","2008 Q2"
"Hydro",62.96255616,"62 Million MWh<br>0 lb/MWh","2008 Q3"
"Hydro",51.99936716,"51 Million MWh<br>0 lb/MWh","2008 Q4"
"Hydro",63.12978102,"63 Million MWh<br>0 lb/MWh","2009 Q1"
"Hydro",84.56285716000001,"84 Million MWh<br>0 lb/MWh","2009 Q2"
"Hydro",60.323878719999975,"60 Million MWh<br>0 lb/MWh","2009 Q3"
"Hydro",65.42857761999998,"65 Million MWh<br>0 lb/MWh","2009 Q4"
"Hydro",63.85856515000001,"63 Million MWh<br>0 lb/MWh","2010 Q1"
"Hydro",74.02970651999999,"74 Million MWh<br>0 lb/MWh","2010 Q2"
"Hydro",61.90120003,"61 Million MWh<br>0 lb/MWh","2010 Q3"
"Hydro",60.41359785,"60 Million MWh<br>0 lb/MWh","2010 Q4"
"Hydro",80.79679129,"80 Million MWh<br>0 lb/MWh","2011 Q1"
"Hydro",95.93244698999999,"95 Million MWh<br>0 lb/MWh","2011 Q2"
"Hydro",78.42580462000001,"78 Million MWh<br>0 lb/MWh","2011 Q3"
"Hydro",64.19986083999999,"64 Million MWh<br>0 lb/MWh","2011 Q4"
"Hydro",69.29774266999999,"69 Million MWh<br>0 lb/MWh","2012 Q1"
"Hydro",81.59437293,"81 Million MWh<br>0 lb/MWh","2012 Q2"
"Hydro",67.12873581999999,"67 Million MWh<br>0 lb/MWh","2012 Q3"
"Hydro",58.219368130000014,"58 Million MWh<br>0 lb/MWh","2012 Q4"
"Hydro",65.78135078999999,"65 Million MWh<br>0 lb/MWh","2013 Q1"
"Hydro",80.93126542,"80 Million MWh<br>0 lb/MWh","2013 Q2"
"Hydro",65.84903949,"65 Million MWh<br>0 lb/MWh","2013 Q3"
"Hydro",56.00372728,"56 Million MWh<br>0 lb/MWh","2013 Q4"
"Hydro",63.28705289,"63 Million MWh<br>0 lb/MWh","2014 Q1"
"Hydro",77.72766944,"77 Million MWh<br>0 lb/MWh","2014 Q2"
"Hydro",60.23897584,"60 Million MWh<br>0 lb/MWh","2014 Q3"
"Hydro",58.11292397,"58 Million MWh<br>0 lb/MWh","2014 Q4"
"Hydro",70.70536466999998,"70 Million MWh<br>0 lb/MWh","2015 Q1"
"Hydro",63.01047687000001,"63 Million MWh<br>0 lb/MWh","2015 Q2"
"Hydro",56.230449,"56 Million MWh<br>0 lb/MWh","2015 Q3"
"Hydro",59.13379445,"59 Million MWh<br>0 lb/MWh","2015 Q4"
"Hydro",77.14343502999999,"77 Million MWh<br>0 lb/MWh","2016 Q1"
"Hydro",74.60127768,"74 Million MWh<br>0 lb/MWh","2016 Q2"
"Hydro",57.39255417999999,"57 Million MWh<br>0 lb/MWh","2016 Q3"
"Hydro",58.67488641,"58 Million MWh<br>0 lb/MWh","2016 Q4"
"Hydro",80.12284061000001,"80 Million MWh<br>0 lb/MWh","2017 Q1"
"Hydro",92.59187645,"92 Million MWh<br>0 lb/MWh","2017 Q2"
"Hydro",67.7838577,"67 Million MWh<br>0 lb/MWh","2017 Q3"
"Hydro",59.83435517,"59 Million MWh<br>0 lb/MWh","2017 Q4"
"Hydro",75.82693832,"75 Million MWh<br>0 lb/MWh","2018 Q1"
"Hydro",86.15692694000002,"86 Million MWh<br>0 lb/MWh","2018 Q2"
"Hydro",66.28205515000002,"66 Million MWh<br>0 lb/MWh","2018 Q3"
"Hydro",64.25806876000001,"64 Million MWh<br>0 lb/MWh","2018 Q4"
"Hydro",74.01233163999999,"74 Million MWh<br>0 lb/MWh","2019 Q1"
"Hydro",87.87998148999999,"87 Million MWh<br>0 lb/MWh","2019 Q2"
"Hydro",65.979826,"65 Million MWh<br>0 lb/MWh","2019 Q3"
"Hydro",60.00159164999999,"60 Million MWh<br>0 lb/MWh","2019 Q4"
"Hydro",74.18893648000001,"74 Million MWh<br>0 lb/MWh","2020 Q1"
"Hydro",81.16989889000001,"81 Million MWh<br>0 lb/MWh","2020 Q2"
"Hydro",68.70414711000001,"68 Million MWh<br>0 lb/MWh","2020 Q3"
"Hydro",61.210912590000014,"61 Million MWh<br>0 lb/MWh","2020 Q4"
"Hydro",68.83701762000001,"68 Million MWh<br>0 lb/MWh","2021 Q1"
"Hydro",65.96886351000002,"65 Million MWh<br>0 lb/MWh","2021 Q2"
"Hydro",60.91259748000001,"60 Million MWh<br>0 lb/MWh","2021 Q3"
"Natural Gas",124.720002,"124 Million MWh<br>1,089 lb/MWh","2001 Q1"
"Natural Gas",154.380102,"154 Million MWh<br>1,115 lb/MWh","2001 Q2"
"Natural Gas",211.621085,"211 Million MWh<br>1,114 lb/MWh","2001 Q3"
"Natural Gas",148.407925,"148 Million MWh<br>1,049 lb/MWh","2001 Q4"
"Natural Gas",143.93573,"143 Million MWh<br>1,037 lb/MWh","2002 Q1"
"Natural Gas",165.052668,"165 Million MWh<br>1,071 lb/MWh","2002 Q2"
"Natural Gas",236.555265,"236 Million MWh<br>1,084 lb/MWh","2002 Q3"
"Natural Gas",145.462092,"145 Million MWh<br>1,026 lb/MWh","2002 Q4"
"Natural Gas",140.42135,"140 Million MWh<br>982 lb/MWh","2003 Q1"
"Natural Gas",149.021297,"149 Million MWh<br>1,017 lb/MWh","2003 Q2"
"Natural Gas",219.277912,"219 Million MWh<br>1,023 lb/MWh","2003 Q3"
"Natural Gas",141.186987,"141 Million MWh<br>982 lb/MWh","2003 Q4"
"Natural Gas",148.37443383999997,"148 Million MWh<br>937 lb/MWh","2004 Q1"
"Natural Gas",178.52946540999997,"178 Million MWh<br>949 lb/MWh","2004 Q2"
"Natural Gas",224.964704,"224 Million MWh<br>960 lb/MWh","2004 Q3"
"Natural Gas",158.23141341000002,"158 Million MWh<br>931 lb/MWh","2004 Q4"
"Natural Gas",148.14721641999998,"148 Million MWh<br>923 lb/MWh","2005 Q1"
"Natural Gas",182.47778254,"182 Million MWh<br>954 lb/MWh","2005 Q2"
"Natural Gas",270.96154737,"270 Million MWh<br>969 lb/MWh","2005 Q3"
"Natural Gas",159.37370801,"159 Million MWh<br>932 lb/MWh","2005 Q4"
"Natural Gas",146.13765205,"146 Million MWh<br>926 lb/MWh","2006 Q1"
"Natural Gas",202.73667159000001,"202 Million MWh<br>952 lb/MWh","2006 Q2"
"Natural Gas",287.35852833000007,"287 Million MWh<br>967 lb/MWh","2006 Q3"
"Natural Gas",180.20791769000002,"180 Million MWh<br>929 lb/MWh","2006 Q4"
"Natural Gas",175.30042422000002,"175 Million MWh<br>921 lb/MWh","2007 Q1"
"Natural Gas",208.13399891999998,"208 Million MWh<br>950 lb/MWh","2007 Q2"
"Natural Gas",307.3527171900001,"307 Million MWh<br>967 lb/MWh","2007 Q3"
"Natural Gas",205.80265114999995,"205 Million MWh<br>934 lb/MWh","2007 Q4"
"Natural Gas",194.81249283000002,"194 Million MWh<br>913 lb/MWh","2008 Q1"
"Natural Gas",209.93652179,"209 Million MWh<br>951 lb/MWh","2008 Q2"
"Natural Gas",279.13040157000006,"279 Million MWh<br>951 lb/MWh","2008 Q3"
"Natural Gas",199.10118316,"199 Million MWh<br>920 lb/MWh","2008 Q4"
"Natural Gas",196.73170989,"196 Million MWh<br>907 lb/MWh","2009 Q1"
"Natural Gas",213.50950196000005,"213 Million MWh<br>932 lb/MWh","2009 Q2"
"Natural Gas",303.26000450000004,"303 Million MWh<br>940 lb/MWh","2009 Q3"
"Natural Gas",207.47746457,"207 Million MWh<br>907 lb/MWh","2009 Q4"
"Natural Gas",203.79981644,"203 Million MWh<br>904 lb/MWh","2010 Q1"
"Natural Gas",230.57434565,"230 Million MWh<br>936 lb/MWh","2010 Q2"
"Natural Gas",328.77872266,"328 Million MWh<br>954 lb/MWh","2010 Q3"
"Natural Gas",224.53821656,"224 Million MWh<br>910 lb/MWh","2010 Q4"
"Natural Gas",206.11145123,"206 Million MWh<br>910 lb/MWh","2011 Q1"
"Natural Gas",235.94472632999992,"235 Million MWh<br>944 lb/MWh","2011 Q2"
"Natural Gas",331.19612633999986,"331 Million MWh<br>950 lb/MWh","2011 Q3"
"Natural Gas",240.36542690000005,"240 Million MWh<br>897 lb/MWh","2011 Q4"
"Natural Gas",273.60764272,"273 Million MWh<br>895 lb/MWh","2012 Q1"
"Natural Gas",317.76167555999996,"317 Million MWh<br>942 lb/MWh","2012 Q2"
"Natural Gas",378.59235074000003,"378 Million MWh<br>949 lb/MWh","2012 Q3"
"Natural Gas",255.87011883000002,"255 Million MWh<br>905 lb/MWh","2012 Q4"
"Natural Gas",253.55218094999998,"253 Million MWh<br>895 lb/MWh","2013 Q1"
"Natural Gas",261.45079384,"261 Million MWh<br>921 lb/MWh","2013 Q2"
"Natural Gas",343.97145388999996,"343 Million MWh<br>935 lb/MWh","2013 Q3"
"Natural Gas",265.79527935,"265 Million MWh<br>904 lb/MWh","2013 Q4"
"Natural Gas",245.14008085,"245 Million MWh<br>908 lb/MWh","2014 Q1"
"Natural Gas",264.35181901,"264 Million MWh<br>914 lb/MWh","2014 Q2"
"Natural Gas",343.99077726,"343 Million MWh<br>924 lb/MWh","2014 Q3"
"Natural Gas",273.05866941000005,"273 Million MWh<br>902 lb/MWh","2014 Q4"
"Natural Gas",292.41490819,"292 Million MWh<br>879 lb/MWh","2015 Q1"
"Natural Gas",315.79428707000005,"315 Million MWh<br>913 lb/MWh","2015 Q2"
"Natural Gas",403.23215362999997,"403 Million MWh<br>934 lb/MWh","2015 Q3"
"Natural Gas",322.01264781,"322 Million MWh<br>906 lb/MWh","2015 Q4"
"Natural Gas",312.48074477,"312 Million MWh<br>877 lb/MWh","2016 Q1"
"Natural Gas",340.69560948000003,"340 Million MWh<br>911 lb/MWh","2016 Q2"
"Natural Gas",431.90931622000005,"431 Million MWh<br>925 lb/MWh","2016 Q3"
"Natural Gas",293.19856161999985,"293 Million MWh<br>886 lb/MWh","2016 Q4"
"Natural Gas",273.40329573,"273 Million MWh<br>872 lb/MWh","2017 Q1"
"Natural Gas",303.70507075,"303 Million MWh<br>902 lb/MWh","2017 Q2"
"Natural Gas",406.16272794,"406 Million MWh<br>919 lb/MWh","2017 Q3"
"Natural Gas",313.15169299,"313 Million MWh<br>886 lb/MWh","2017 Q4"
"Natural Gas",315.32051852999996,"315 Million MWh<br>875 lb/MWh","2018 Q1"
"Natural Gas",344.47570057999985,"344 Million MWh<br>908 lb/MWh","2018 Q2"
"Natural Gas",468.20405902,"468 Million MWh<br>918 lb/MWh","2018 Q3"
"Natural Gas",341.10963410000005,"341 Million MWh<br>879 lb/MWh","2018 Q4"
"Natural Gas",349.51604129000003,"349 Million MWh<br>863 lb/MWh","2019 Q1"
"Natural Gas",358.92752267000003,"358 Million MWh<br>903 lb/MWh","2019 Q2"
"Natural Gas",496.59278643000005,"496 Million MWh<br>921 lb/MWh","2019 Q3"
"Natural Gas",380.66770046,"380 Million MWh<br>880 lb/MWh","2019 Q4"
"Natural Gas",389.65852852999996,"389 Million MWh<br>872 lb/MWh","2020 Q1"
"Natural Gas",370.05450616000013,"370 Million MWh<br>895 lb/MWh","2020 Q2"
"Natural Gas",495.7711945600002,"495 Million MWh<br>924 lb/MWh","2020 Q3"
"Natural Gas",368.54910442000016,"368 Million MWh<br>882 lb/MWh","2020 Q4"
"Natural Gas",344.9120571,"344 Million MWh<br>819 lb/MWh","2021 Q1"
"Natural Gas",369.72741735000017,"369 Million MWh<br>840 lb/MWh","2021 Q2"
"Natural Gas",480.28138049,"480 Million MWh<br>843 lb/MWh","2021 Q3"
"Nuclear",192.120196,"192 Million MWh<br>0 lb/MWh","2001 Q1"
"Nuclear",185.538569,"185 Million MWh<br>0 lb/MWh","2001 Q2"
"Nuclear",200.933987,"200 Million MWh<br>0 lb/MWh","2001 Q3"
"Nuclear",190.233556,"190 Million MWh<br>0 lb/MWh","2001 Q4"
"Nuclear",195.624784,"195 Million MWh<br>0 lb/MWh","2002 Q1"
"Nuclear",187.84115,"187 Million MWh<br>0 lb/MWh","2002 Q2"
"Nuclear",205.679305,"205 Million MWh<br>0 lb/MWh","2002 Q3"
"Nuclear",190.918848,"190 Million MWh<br>0 lb/MWh","2002 Q4"
"Nuclear",190.086214,"190 Million MWh<br>0 lb/MWh","2003 Q1"
"Nuclear",183.158278,"183 Million MWh<br>0 lb/MWh","2003 Q2"
"Nuclear",202.260277,"202 Million MWh<br>0 lb/MWh","2003 Q3"
"Nuclear",188.227926,"188 Million MWh<br>0 lb/MWh","2003 Q4"
"Nuclear",198.193225,"198 Million MWh<br>0 lb/MWh","2004 Q1"
"Nuclear",191.27174,"191 Million MWh<br>0 lb/MWh","2004 Q2"
"Nuclear",208.97558,"208 Million MWh<br>0 lb/MWh","2004 Q3"
"Nuclear",190.087842,"190 Million MWh<br>0 lb/MWh","2004 Q4"
"Nuclear",192.313703,"192 Million MWh<br>0 lb/MWh","2005 Q1"
"Nuclear",184.598749,"184 Million MWh<br>0 lb/MWh","2005 Q2"
"Nuclear",209.19054,"209 Million MWh<br>0 lb/MWh","2005 Q3"
"Nuclear",195.883373,"195 Million MWh<br>0 lb/MWh","2005 Q4"
"Nuclear",198.248035,"198 Million MWh<br>0 lb/MWh","2006 Q1"
"Nuclear",188.734377,"188 Million MWh<br>0 lb/MWh","2006 Q2"
